x1
-1
-1.0004
-1.0014
-1.0031
-1.0054
-1.0082
-1.0114
-1.0151
-1.0192
-1.0236
-1.0283
-1.0333
-1.0386
-1.0441
-1.0499
-1.0559
-1.062
-1.0683
-1.0748
-1.0814
-1.0882
-1.0951
-1.1021
-1.1092
-1.1164
-1.1238
-1.1312
-1.1386
-1.1462
-1.1539
-1.1616
-1.1694
-1.1772
-1.1851
-1.1931
-1.2011
-1.2091
-1.2173
-1.2254
-1.2336
-1.2419
-1.2502
-1.2585
-1.2669
-1.2752
-1.2837
-1.2921
-1.3006
-1.3091
-1.3176
-1.3262
-1.3348
-1.3434
-1.352
-1.3606
-1.3692
-1.3779
-1.3865
-1.3952
-1.4038
-1.4125
-1.4212
-1.4298
-1.4385
-1.4472
-1.4558
-1.4645
-1.4731
-1.4818
-1.4904
-1.499
-1.5076
-1.5162
-1.5247
-1.5333
-1.5418
-1.5503
-1.5587
-1.5672
-1.5756
-1.584
-1.5923
-1.6007
-1.609
-1.6172
-1.6254
-1.6336
-1.6418
-1.6499
-1.6579
-1.666
-1.6739
-1.6819
-1.6898
-1.6976
-1.7054
-1.7132
-1.7209
-1.7285
-1.7361
-1.7436
-1.7511
-1.7586
-1.7659
-1.7733
-1.7805
-1.7877
-1.7949
-1.802
-1.809
-1.816
-1.8229
-1.8297
-1.8365
-1.8432
-1.8499
-1.8565
-1.863
-1.8694
-1.8758
-1.8822
-1.8884
-1.8946
-1.9008
-1.9068
-1.9128
-1.9187
-1.9246
-1.9304
-1.9361
-1.9417
-1.9473
-1.9528
-1.9583
-1.9637
-1.969
-1.9742
-1.9794
-1.9845
-1.9895
-1.9945
-1.9994
-2.0042
-2.009
-2.0137
-2.0183
-2.0229
-2.0274
-2.0318
-2.0362
-2.0405
-2.0447
-2.0489
-2.053
-2.057
-2.061
-2.0649
-2.0688
-2.0726
-2.0763
-2.08
-2.0836
-2.0871
-2.0906
-2.0941
-2.0975
-2.1008
-2.104
-2.1073
-2.1104
-2.1135
-2.1166
-2.1195
-2.1225
-2.1254
-2.1282
-2.131
-2.1337
-2.1364
-2.1391
-2.1416
-2.1442
-2.1467
-2.1491
-2.1515
-2.1539
-2.1562
-2.1585
-2.1607
-2.1629
-2.165
-2.1671
-2.1692
-2.1712
-2.1732
-2.1752
-2.1771
-2.1789
-2.1808
-2.1826
-2.1843
-2.1861
-2.1878
-2.1894
-2.1911
-2.1927
-2.1942
-2.1958
-2.1973
-2.1988
-2.2002
-2.2016
-2.203
-2.2044
-2.2057
-2.207
-2.2083
-2.2096
-2.2108
-2.212
-2.2132
-2.2144
-2.2155
-2.2166
-2.2177
-2.2188
